wavelength_m,flux_arb
1.45E-06,3.96134E+12
1.45E-06,3.95009E+12
1.45E-06,3.93889E+12
1.45E-06,3.92772E+12
1.46E-06,3.91659E+12
1.46E-06,3.90549E+12
1.46E-06,3.89444E+12
1.46E-06,3.88342E+12
1.46E-06,3.87244E+12
1.46E-06,3.8615E+12
1.47E-06,3.85059E+12
1.47E-06,3.83973E+12
1.47E-06,3.8289E+12
1.47E-06,3.8181E+12
1.47E-06,3.80735E+12
1.47E-06,3.79663E+12
1.47E-06,3.78594E+12
1.48E-06,3.77529E+12
1.48E-06,3.76468E+12
1.48E-06,3.75411E+12
1.48E-06,3.74357E+12
1.48E-06,3.73307E+12
1.48E-06,3.7226E+12
1.48E-06,3.71217E+12
1.49E-06,3.70177E+12
1.49E-06,3.69141E+12
1.49E-06,3.68108E+12
1.49E-06,3.67079E+12
1.49E-06,3.66053E+12
1.49E-06,3.65031E+12
1.49E-06,3.64012E+12
1.50E-06,3.62997E+12
1.50E-06,3.61985E+12
1.50E-06,3.60976E+12
1.50E-06,3.59971E+12
1.50E-06,3.5897E+12
1.50E-06,3.57971E+12
1.50E-06,3.56976E+12
1.51E-06,3.55985E+12
1.51E-06,3.54996E+12
1.51E-06,3.54011E+12
1.51E-06,3.5303E+12
1.51E-06,3.52051E+12
1.51E-06,3.51076E+12
1.51E-06,3.50104E+12
1.52E-06,3.49136E+12
1.52E-06,3.4817E+12
1.52E-06,3.47208E+12
1.52E-06,3.46249E+12
1.52E-06,3.45294E+12
1.52E-06,3.44341E+12
1.52E-06,3.43392E+12
1.53E-06,3.42446E+12
1.53E-06,3.41503E+12
1.53E-06,3.40563E+12
1.53E-06,3.39626E+12
1.53E-06,3.38693E+12
1.53E-06,3.37762E+12
1.53E-06,3.36835E+12
1.54E-06,3.35911E+12
1.54E-06,3.3499E+12
1.54E-06,3.34071E+12
1.54E-06,3.33156E+12
1.54E-06,3.32244E+12
1.54E-06,3.31335E+12
1.54E-06,3.30429E+12
1.55E-06,3.29526E+12
1.55E-06,3.28626E+12
1.55E-06,3.27729E+12
1.55E-06,3.26835E+12
1.55E-06,3.25944E+12
1.55E-06,3.25056E+12
1.56E-06,3.24171E+12
1.56E-06,3.23288E+12
1.56E-06,3.22409E+12
1.56E-06,3.21532E+12
1.56E-06,3.20659E+12
1.56E-06,3.19788E+12
1.56E-06,3.1892E+12
1.57E-06,3.18055E+12
1.57E-06,3.17193E+12
1.57E-06,3.16334E+12
1.57E-06,3.15477E+12
1.57E-06,3.14624E+12
1.57E-06,3.13773E+12
1.57E-06,3.12925E+12
1.58E-06,3.12079E+12
1.58E-06,3.11237E+12
1.58E-06,3.10397E+12
1.58E-06,3.0956E+12
1.58E-06,3.08726E+12
1.58E-06,3.07894E+12
1.58E-06,3.07066E+12
1.59E-06,3.06239E+12
1.59E-06,3.05416E+12
1.59E-06,3.04595E+12
1.59E-06,3.03777E+12
1.59E-06,3.02962E+12
1.59E-06,3.02149E+12
1.59E-06,3.01339E+12
1.60E-06,3.00532E+12
1.60E-06,2.99727E+12
1.60E-06,2.98925E+12
1.60E-06,2.98125E+12
1.60E-06,2.97328E+12
1.60E-06,2.96534E+12
1.60E-06,2.95742E+12
1.61E-06,2.94953E+12
1.61E-06,2.94166E+12
1.61E-06,2.93382E+12
1.61E-06,2.926E+12
1.61E-06,2.91821E+12
1.61E-06,2.91045E+12
1.61E-06,2.90271E+12
1.62E-06,2.89499E+12
1.62E-06,2.8873E+12
1.62E-06,2.87964E+12
1.62E-06,2.87199E+12
1.62E-06,2.86438E+12
1.62E-06,2.85679E+12
1.62E-06,2.84922E+12
1.63E-06,2.84168E+12
1.63E-06,2.83416E+12
1.63E-06,2.82666E+12
1.63E-06,2.81919E+12
1.63E-06,2.81175E+12
1.63E-06,2.80433E+12
1.63E-06,2.79693E+12
1.64E-06,2.78955E+12
1.64E-06,2.7822E+12
1.64E-06,2.77487E+12
1.64E-06,2.76757E+12
1.64E-06,2.76029E+12
1.64E-06,2.75303E+12
1.65E-06,2.7458E+12
1.65E-06,2.73859E+12
1.65E-06,2.7314E+12
1.65E-06,2.72423E+12
1.65E-06,2.71709E+12
1.65E-06,2.70997E+12
1.65E-06,2.70288E+12
1.66E-06,2.6958E+12
1.66E-06,2.68875E+12
1.66E-06,2.68172E+12
1.66E-06,2.67472E+12
1.66E-06,2.66773E+12
1.66E-06,2.66077E+12
1.66E-06,2.65383E+12
1.67E-06,2.64691E+12
1.67E-06,2.64002E+12
1.67E-06,2.63314E+12
1.67E-06,2.62629E+12
1.67E-06,2.61946E+12
1.67E-06,2.61265E+12
1.67E-06,2.60586E+12
1.68E-06,2.5991E+12
1.68E-06,2.59235E+12
1.68E-06,2.58563E+12
1.68E-06,2.57893E+12
1.68E-06,2.57225E+12
1.68E-06,2.56559E+12
1.68E-06,2.55895E+12
1.69E-06,2.55233E+12
1.69E-06,2.54573E+12
1.69E-06,2.53916E+12
1.69E-06,2.5326E+12
1.69E-06,2.52607E+12
1.69E-06,2.51955E+12
1.69E-06,2.51306E+12
1.70E-06,2.50659E+12
1.70E-06,2.50013E+12
1.70E-06,2.4937E+12
1.70E-06,2.48729E+12
1.70E-06,2.48089E+12
1.70E-06,2.47452E+12
1.70E-06,2.46817E+12
1.71E-06,2.46184E+12
1.71E-06,2.45552E+12
1.71E-06,2.44923E+12
1.71E-06,2.44296E+12
1.71E-06,2.4367E+12
1.71E-06,2.43047E+12
1.71E-06,2.42425E+12
1.72E-06,2.41806E+12
1.72E-06,2.41188E+12
1.72E-06,2.40573E+12
1.72E-06,2.39959E+12
1.72E-06,2.39347E+12
1.72E-06,2.38737E+12
1.72E-06,2.38129E+12
1.73E-06,2.37523E+12
1.73E-06,2.36918E+12
1.73E-06,2.36316E+12
1.73E-06,2.35715E+12
1.73E-06,2.35117E+12
1.73E-06,2.3452E+12
1.73E-06,2.33925E+12
1.74E-06,2.33332E+12
1.74E-06,2.3274E+12
1.74E-06,2.32151E+12
1.74E-06,2.31563E+12
1.74E-06,2.30977E+12
1.74E-06,2.30393E+12
1.75E-06,2.29811E+12
1.75E-06,2.29231E+12
1.75E-06,2.28652E+12
1.75E-06,2.28075E+12
1.75E-06,2.275E+12
1.75E-06,2.26927E+12
1.75E-06,2.26355E+12
1.76E-06,2.25786E+12
1.76E-06,2.25217E+12
1.76E-06,2.24651E+12
1.76E-06,2.24087E+12
1.76E-06,2.23524E+12
1.76E-06,2.22963E+12
1.76E-06,2.22403E+12
1.77E-06,2.21846E+12
1.77E-06,2.2129E+12
1.77E-06,2.20735E+12
1.77E-06,2.20183E+12
1.77E-06,2.19632E+12
1.77E-06,2.19083E+12
1.77E-06,2.18535E+12
1.78E-06,2.17989E+12
1.78E-06,2.17445E+12
1.78E-06,2.16903E+12
1.78E-06,2.16362E+12
1.78E-06,2.15823E+12
1.78E-06,2.15285E+12
1.78E-06,2.14749E+12
1.79E-06,2.14215E+12
1.79E-06,2.13682E+12
1.79E-06,2.13151E+12
1.79E-06,2.12622E+12
1.79E-06,2.12094E+12
1.79E-06,2.11568E+12
1.79E-06,2.11043E+12
1.80E-06,2.1052E+12
1.80E-06,2.09999E+12
1.80E-06,2.09479E+12
1.80E-06,2.0896E+12
1.80E-06,2.08444E+12
1.80E-06,2.07928E+12
1.80E-06,2.07415E+12
1.81E-06,2.06903E+12
1.81E-06,2.06392E+12
1.81E-06,2.05883E+12
1.81E-06,2.05376E+12
1.81E-06,2.0487E+12
1.81E-06,2.04365E+12
1.81E-06,2.03862E+12
1.82E-06,2.03361E+12
1.82E-06,2.02861E+12
1.82E-06,2.02363E+12
1.82E-06,2.01866E+12
1.82E-06,2.01371E+12
1.82E-06,2.00877E+12
1.82E-06,2.00384E+12
1.83E-06,1.99893E+12
1.83E-06,1.99404E+12
1.83E-06,1.98916E+12
1.83E-06,1.98429E+12
1.83E-06,1.97944E+12
1.83E-06,1.97461E+12
1.84E-06,1.96979E+12
1.84E-06,1.96498E+12
1.84E-06,1.96019E+12
1.84E-06,1.95541E+12
1.84E-06,1.95064E+12
1.84E-06,1.94589E+12
1.84E-06,1.94116E+12
1.85E-06,1.93643E+12
1.85E-06,1.93173E+12
1.85E-06,1.92703E+12
1.85E-06,1.92235E+12
1.85E-06,1.91769E+12
1.85E-06,1.91303E+12
1.85E-06,1.9084E+12
1.86E-06,1.90377E+12
1.86E-06,1.89916E+12
1.86E-06,1.89456E+12
1.86E-06,1.88998E+12
1.86E-06,1.88541E+12
1.86E-06,1.88085E+12
1.86E-06,1.87631E+12
1.87E-06,1.87178E+12
1.87E-06,1.86726E+12
1.87E-06,1.86276E+12
1.87E-06,1.85827E+12
1.87E-06,1.8538E+12
1.87E-06,1.84933E+12
1.87E-06,1.84488E+12
1.88E-06,1.84045E+12
1.88E-06,1.83602E+12
1.88E-06,1.83161E+12
1.88E-06,1.82721E+12
1.88E-06,1.82283E+12
1.88E-06,1.81846E+12
1.88E-06,1.8141E+12
1.89E-06,1.80975E+12
1.89E-06,1.80542E+12
1.89E-06,1.8011E+12
1.89E-06,1.79679E+12
1.89E-06,1.79249E+12
1.89E-06,1.78821E+12
1.89E-06,1.78394E+12
1.90E-06,1.77968E+12
1.90E-06,1.77544E+12
1.90E-06,1.7712E+12
1.90E-06,1.76698E+12
1.90E-06,1.76278E+12
1.90E-06,1.75858E+12
1.90E-06,1.7544E+12
1.91E-06,1.75022E+12
1.91E-06,1.74606E+12
1.91E-06,1.74192E+12
1.91E-06,1.73778E+12
1.91E-06,1.73366E+12
1.91E-06,1.72955E+12
1.91E-06,1.72545E+12
1.92E-06,1.72136E+12
1.92E-06,1.71728E+12
1.92E-06,1.71322E+12
1.92E-06,1.70917E+12
1.92E-06,1.70513E+12
1.92E-06,1.7011E+12
1.93E-06,1.69708E+12
1.93E-06,1.69308E+12
1.93E-06,1.68909E+12
1.93E-06,1.6851E+12
1.93E-06,1.68113E+12
1.93E-06,1.67717E+12
1.93E-06,1.67323E+12
1.94E-06,1.66929E+12
1.94E-06,1.66536E+12
1.94E-06,1.66145E+12
1.94E-06,1.65755E+12
1.94E-06,1.65366E+12
1.94E-06,1.64978E+12
1.94E-06,1.64591E+12
1.95E-06,1.64205E+12
1.95E-06,1.63821E+12
1.95E-06,1.63437E+12
1.95E-06,1.63055E+12
1.95E-06,1.62673E+12
1.95E-06,1.62293E+12
1.95E-06,1.61914E+12
1.96E-06,1.61536E+12
1.96E-06,1.61159E+12
1.96E-06,1.60783E+12
1.96E-06,1.60408E+12
1.96E-06,1.60034E+12
1.96E-06,1.59662E+12
1.96E-06,1.5929E+12
1.97E-06,1.58919E+12
1.97E-06,1.5855E+12
1.97E-06,1.58181E+12
1.97E-06,1.57814E+12
1.97E-06,1.57448E+12
1.97E-06,1.57082E+12
1.97E-06,1.56718E+12
1.98E-06,1.56355E+12
1.98E-06,1.55993E+12
1.98E-06,1.55632E+12
1.98E-06,1.55271E+12
1.98E-06,1.54912E+12
1.98E-06,1.54554E+12
1.98E-06,1.54197E+12
1.99E-06,1.53841E+12
1.99E-06,1.53486E+12
1.99E-06,1.53132E+12
1.99E-06,1.52779E+12
1.99E-06,1.52427E+12
1.99E-06,1.52076E+12
1.99E-06,1.51726E+12
2.00E-06,1.51377E+12
2.00E-06,1.51028E+12
2.00E-06,1.50681E+12
2.00E-06,1.50335E+12
2.00E-06,1.4999E+12
2.00E-06,1.49646E+12
2.00E-06,1.49303E+12
2.01E-06,1.4896E+12
2.01E-06,1.48619E+12
2.01E-06,1.48279E+12
2.01E-06,1.47939E+12
2.01E-06,1.47601E+12
2.01E-06,1.47264E+12
2.01E-06,1.46927E+12
2.02E-06,1.46592E+12
2.02E-06,1.46257E+12
2.02E-06,1.45923E+12
2.02E-06,1.4559E+12
2.02E-06,1.45259E+12
2.02E-06,1.44928E+12
2.03E-06,1.44598E+12
2.03E-06,1.44269E+12
2.03E-06,1.43941E+12
2.03E-06,1.43613E+12
2.03E-06,1.43287E+12
2.03E-06,1.42962E+12
2.03E-06,1.42637E+12
2.04E-06,1.42314E+12
2.04E-06,1.41991E+12
2.04E-06,1.41669E+12
2.04E-06,1.41348E+12
2.04E-06,1.41028E+12
2.04E-06,1.40709E+12
2.04E-06,1.40391E+12
2.05E-06,1.40074E+12
2.05E-06,1.39757E+12
2.05E-06,1.39442E+12
2.05E-06,1.39127E+12
2.05E-06,1.38813E+12
2.05E-06,1.385E+12
2.05E-06,1.38188E+12
2.06E-06,1.37877E+12
2.06E-06,1.37567E+12
2.06E-06,1.37257E+12
2.06E-06,1.36949E+12
2.06E-06,1.36641E+12
2.06E-06,1.36334E+12
2.06E-06,1.36028E+12
2.07E-06,1.35723E+12
2.07E-06,1.35418E+12
2.07E-06,1.35115E+12
2.07E-06,1.34812E+12
2.07E-06,1.3451E+12
2.07E-06,1.34209E+12
2.07E-06,1.33909E+12
2.08E-06,1.33609E+12
2.08E-06,1.33311E+12
2.08E-06,1.33013E+12
2.08E-06,1.32716E+12
2.08E-06,1.3242E+12
2.08E-06,1.32125E+12
2.08E-06,1.3183E+12
2.09E-06,1.31536E+12
2.09E-06,1.31243E+12
2.09E-06,1.30951E+12
2.09E-06,1.3066E+12
2.09E-06,1.3037E+12
2.09E-06,1.3008E+12
2.09E-06,1.29791E+12
2.10E-06,1.29503E+12
2.10E-06,1.29216E+12
2.10E-06,1.28929E+12
2.10E-06,1.28643E+12
2.10E-06,1.28358E+12
2.10E-06,1.28074E+12
2.10E-06,1.27791E+12
2.11E-06,1.27508E+12
2.11E-06,1.27226E+12
2.11E-06,1.26945E+12
2.11E-06,1.26665E+12
2.11E-06,1.26385E+12
2.11E-06,1.26106E+12
2.12E-06,1.25828E+12
2.12E-06,1.25551E+12
2.12E-06,1.25274E+12
2.12E-06,1.24998E+12
2.12E-06,1.24723E+12
2.12E-06,1.24449E+12
2.12E-06,1.24175E+12
2.13E-06,1.23902E+12
2.13E-06,1.2363E+12
2.13E-06,1.23359E+12
2.13E-06,1.23088E+12
2.13E-06,1.22818E+12
2.13E-06,1.22549E+12
2.13E-06,1.22281E+12
2.14E-06,1.22013E+12
2.14E-06,1.21746E+12
2.14E-06,1.2148E+12
2.14E-06,1.21214E+12
2.14E-06,1.20949E+12
2.14E-06,1.20685E+12
2.14E-06,1.20422E+12
2.15E-06,1.20159E+12
2.15E-06,1.19897E+12
2.15E-06,1.19635E+12
2.15E-06,1.19375E+12
2.15E-06,1.19115E+12
2.15E-06,1.18856E+12
2.15E-06,1.18597E+12
2.16E-06,1.18339E+12
2.16E-06,1.18082E+12
2.16E-06,1.17826E+12
2.16E-06,1.1757E+12
2.16E-06,1.17315E+12
2.16E-06,1.1706E+12
2.16E-06,1.16807E+12
2.17E-06,1.16554E+12
2.17E-06,1.16301E+12
2.17E-06,1.16049E+12
2.17E-06,1.15798E+12
2.17E-06,1.15548E+12
2.17E-06,1.15298E+12
2.17E-06,1.15049E+12
2.18E-06,1.14801E+12
2.18E-06,1.14553E+12
2.18E-06,1.14306E+12
2.18E-06,1.1406E+12
2.18E-06,1.13814E+12
2.18E-06,1.13569E+12
2.18E-06,1.13324E+12
2.19E-06,1.13081E+12
2.19E-06,1.12837E+12
2.19E-06,1.12595E+12
2.19E-06,1.12353E+12
2.19E-06,1.12112E+12
2.19E-06,1.11871E+12
2.19E-06,1.11631E+12
2.20E-06,1.11392E+12
2.20E-06,1.11153E+12
2.20E-06,1.10915E+12
2.20E-06,1.10678E+12
2.20E-06,1.10441E+12
2.20E-06,1.10205E+12
2.21E-06,1.09969E+12
2.21E-06,1.09734E+12
2.21E-06,1.095E+12
2.21E-06,1.09266E+12
2.21E-06,1.09033E+12
2.21E-06,1.08801E+12
2.21E-06,1.08569E+12
2.22E-06,1.08338E+12
2.22E-06,1.08107E+12
2.22E-06,1.07877E+12
2.22E-06,1.07647E+12
2.22E-06,1.07419E+12
2.22E-06,1.0719E+12
2.22E-06,1.06963E+12
2.23E-06,1.06736E+12
2.23E-06,1.06509E+12
2.23E-06,1.06283E+12
2.23E-06,1.06058E+12
2.23E-06,1.05833E+12
2.23E-06,1.05609E+12
2.23E-06,1.05386E+12
2.24E-06,1.05163E+12
2.24E-06,1.0494E+12
2.24E-06,1.04719E+12
2.24E-06,1.04497E+12
2.24E-06,1.04277E+12
2.24E-06,1.04057E+12
2.24E-06,1.03837E+12
2.25E-06,1.03618E+12
2.25E-06,1.034E+12
2.25E-06,1.03182E+12
2.25E-06,1.02965E+12
2.25E-06,1.02749E+12
2.25E-06,1.02532E+12
2.25E-06,1.02317E+12
2.26E-06,1.02102E+12
2.26E-06,1.01888E+12
2.26E-06,1.01674E+12
2.26E-06,1.0146E+12
2.26E-06,1.01248E+12
2.26E-06,1.01036E+12
2.26E-06,1.00824E+12
2.27E-06,1.00613E+12
2.27E-06,1.00402E+12
2.27E-06,1.00192E+12
2.27E-06,9.99828E+11
2.27E-06,9.97738E+11
2.27E-06,9.95655E+11
2.27E-06,9.93576E+11
2.28E-06,9.91503E+11
2.28E-06,9.89435E+11
2.28E-06,9.87373E+11
2.28E-06,9.85315E+11
2.28E-06,9.83264E+11
2.28E-06,9.81217E+11
2.28E-06,9.79176E+11
2.29E-06,9.77139E+11
2.29E-06,9.75108E+11
2.29E-06,9.73083E+11
2.29E-06,9.71062E+11
2.29E-06,9.69047E+11
2.29E-06,9.67037E+11
2.29E-06,9.65032E+11
2.30E-06,9.63032E+11
2.30E-06,9.61037E+11
2.30E-06,9.59047E+11
2.30E-06,9.57062E+11
2.30E-06,9.55083E+11
2.30E-06,9.53108E+11
2.31E-06,9.51139E+11
2.31E-06,9.49174E+11
2.31E-06,9.47215E+11
2.31E-06,9.4526E+11
2.31E-06,9.43311E+11
2.31E-06,9.41366E+11
2.31E-06,9.39427E+11
2.32E-06,9.37492E+11
2.32E-06,9.35562E+11
2.32E-06,9.33638E+11
2.32E-06,9.31718E+11
2.32E-06,9.29802E+11
2.32E-06,9.27892E+11
2.32E-06,9.25987E+11
2.33E-06,9.24086E+11
2.33E-06,9.2219E+11
2.33E-06,9.203E+11
2.33E-06,9.18413E+11
2.33E-06,9.16532E+11
2.33E-06,9.14655E+11
2.33E-06,9.12783E+11
2.34E-06,9.10916E+11
2.34E-06,9.09054E+11
2.34E-06,9.07196E+11
2.34E-06,9.05343E+11
2.34E-06,9.03494E+11
2.34E-06,9.01651E+11
2.34E-06,8.99812E+11
2.35E-06,8.97977E+11
2.35E-06,8.96147E+11
2.35E-06,8.94322E+11
2.35E-06,8.92501E+11
2.35E-06,8.90685E+11
2.35E-06,8.88874E+11
2.35E-06,8.87067E+11
2.36E-06,8.85264E+11
2.36E-06,8.83466E+11
2.36E-06,8.81673E+11
2.36E-06,8.79884E+11
2.36E-06,8.78099E+11
2.36E-06,8.76319E+11
2.36E-06,8.74544E+11
2.37E-06,8.72773E+11
2.37E-06,8.71006E+11
2.37E-06,8.69244E+11
2.37E-06,8.67486E+11
2.37E-06,8.65732E+11
2.37E-06,8.63983E+11
2.37E-06,8.62239E+11
2.38E-06,8.60498E+11
2.38E-06,8.58762E+11
2.38E-06,8.5703E+11
2.38E-06,8.55303E+11
2.38E-06,8.5358E+11
2.38E-06,8.51861E+11
2.38E-06,8.50146E+11
2.39E-06,8.48436E+11
2.39E-06,8.4673E+11
2.39E-06,8.45028E+11
2.39E-06,8.43331E+11
2.39E-06,8.41637E+11
2.39E-06,8.39948E+11
2.40E-06,8.38263E+11
2.40E-06,8.36582E+11
2.40E-06,8.34906E+11
2.40E-06,8.33233E+11
2.40E-06,8.31565E+11
2.40E-06,8.299E+11
2.40E-06,8.2824E+11
2.41E-06,8.26584E+11
2.41E-06,8.24932E+11
2.41E-06,8.23284E+11
2.41E-06,8.21641E+11
2.41E-06,8.20001E+11
2.41E-06,8.18365E+11
2.41E-06,8.16733E+11
2.42E-06,8.15106E+11
2.42E-06,8.13482E+11
2.42E-06,8.11862E+11
2.42E-06,8.10247E+11
2.42E-06,8.08635E+11
2.42E-06,8.07027E+11
2.42E-06,8.05423E+11
2.43E-06,8.03824E+11
2.43E-06,8.02228E+11
2.43E-06,8.00636E+11
2.43E-06,7.99048E+11
2.43E-06,7.97463E+11
2.43E-06,7.95883E+11
2.43E-06,7.94306E+11
2.44E-06,7.92734E+11
2.44E-06,7.91165E+11
2.44E-06,7.896E+11
2.44E-06,7.88039E+11
2.44E-06,7.86482E+11
2.44E-06,7.84928E+11
2.44E-06,7.83378E+11
2.45E-06,7.81832E+11
2.45E-06,7.8029E+11
2.45E-06,7.78752E+11
2.45E-06,7.77217E+11
2.45E-06,7.75686E+11
2.45E-06,7.74159E+11
2.45E-06,7.72636E+11
2.46E-06,7.71116E+11
2.46E-06,7.696E+11
2.46E-06,7.68087E+11
2.46E-06,7.66578E+11
2.46E-06,7.65073E+11
2.46E-06,7.63572E+11
2.46E-06,7.62074E+11
2.47E-06,7.6058E+11
2.47E-06,7.59089E+11
2.47E-06,7.57603E+11
2.47E-06,7.56119E+11
2.47E-06,7.54639E+11
2.47E-06,7.53163E+11
2.47E-06,7.51691E+11
2.48E-06,7.50222E+11
2.48E-06,7.48756E+11
2.48E-06,7.47294E+11
2.48E-06,7.45836E+11
2.48E-06,7.44381E+11
2.48E-06,7.4293E+11
2.48E-06,7.41482E+11
2.49E-06,7.40037E+11
2.49E-06,7.38596E+11
2.49E-06,7.37159E+11
2.49E-06,7.35725E+11
2.49E-06,7.34294E+11
2.49E-06,7.32867E+11
2.50E-06,7.31443E+11
2.50E-06,7.30023E+11
2.50E-06,7.28606E+11
2.50E-06,7.27193E+11
2.50E-06,7.25783E+11
2.50E-06,7.24376E+11
2.50E-06,7.22973E+11
2.51E-06,7.21573E+11
2.51E-06,7.20176E+11
2.51E-06,7.18783E+11
2.51E-06,7.17393E+11
2.51E-06,7.16006E+11
2.51E-06,7.14623E+11
2.51E-06,7.13243E+11
2.52E-06,7.11866E+11
2.52E-06,7.10493E+11
2.52E-06,7.09123E+11
2.52E-06,7.07756E+11
2.52E-06,7.06392E+11
2.52E-06,7.05032E+11
2.52E-06,7.03674E+11
2.53E-06,7.02321E+11
2.53E-06,7.0097E+11
2.53E-06,6.99622E+11
2.53E-06,6.98278E+11
2.53E-06,6.96937E+11
2.53E-06,6.95599E+11
2.53E-06,6.94264E+11
2.54E-06,6.92933E+11
2.54E-06,6.91604E+11
2.54E-06,6.90279E+11
2.54E-06,6.88957E+11
2.54E-06,6.87638E+11
2.54E-06,6.86322E+11
2.54E-06,6.85009E+11
2.55E-06,6.837E+11
2.55E-06,6.82393E+11
2.55E-06,6.8109E+11
2.55E-06,6.79789E+11
2.55E-06,6.78492E+11
2.55E-06,6.77198E+11
2.55E-06,6.75907E+11
2.56E-06,6.74618E+11
2.56E-06,6.73333E+11
2.56E-06,6.72051E+11
2.56E-06,6.70772E+11
2.56E-06,6.69496E+11
2.56E-06,6.68223E+11
2.56E-06,6.66953E+11
2.57E-06,6.65686E+11
2.57E-06,6.64422E+11
2.57E-06,6.63161E+11
2.57E-06,6.61903E+11
2.57E-06,6.60647E+11
2.57E-06,6.59395E+11
2.57E-06,6.58146E+11
2.58E-06,6.56899E+11
2.58E-06,6.55656E+11
2.58E-06,6.54415E+11
2.58E-06,6.53178E+11
2.58E-06,6.51943E+11
2.58E-06,6.50711E+11
2.59E-06,6.49482E+11
2.59E-06,6.48256E+11
2.59E-06,6.47032E+11
2.59E-06,6.45812E+11
2.59E-06,6.44594E+11
2.59E-06,6.4338E+11
2.59E-06,6.42168E+11
2.60E-06,6.40959E+11
2.60E-06,6.39752E+11
2.60E-06,6.38549E+11
2.60E-06,6.37348E+11
2.60E-06,6.3615E+11
2.60E-06,6.34955E+11
2.60E-06,6.33763E+11
2.61E-06,6.32573E+11
2.61E-06,6.31387E+11
2.61E-06,6.30203E+11
2.61E-06,6.29021E+11
2.61E-06,6.27843E+11
2.61E-06,6.26667E+11
2.61E-06,6.25494E+11
2.62E-06,6.24324E+11
2.62E-06,6.23156E+11
2.62E-06,6.21991E+11
2.62E-06,6.20829E+11
2.62E-06,6.19669E+11
2.62E-06,6.18512E+11
2.62E-06,6.17358E+11
2.63E-06,6.16207E+11
2.63E-06,6.15058E+11
2.63E-06,6.13911E+11
2.63E-06,6.12768E+11
2.63E-06,6.11627E+11
2.63E-06,6.10489E+11
2.63E-06,6.09353E+11
2.64E-06,6.0822E+11
2.64E-06,6.07089E+11
2.64E-06,6.05961E+11
2.64E-06,6.04836E+11
2.64E-06,6.03713E+11
2.64E-06,6.02593E+11
2.64E-06,6.01476E+11
2.65E-06,6.00361E+11
2.65E-06,5.99248E+11
2.65E-06,5.98138E+11
2.65E-06,5.97031E+11
2.65E-06,5.95926E+11
2.65E-06,5.94824E+11
2.65E-06,5.93724E+11
2.66E-06,5.92627E+11
2.66E-06,5.91532E+11
2.66E-06,5.9044E+11
2.66E-06,5.8935E+11
2.66E-06,5.88263E+11
2.66E-06,5.87178E+11
2.66E-06,5.86096E+11
2.67E-06,5.85016E+11
2.67E-06,5.83939E+11
2.67E-06,5.82864E+11
2.67E-06,5.81792E+11
2.67E-06,5.80722E+11
2.67E-06,5.79654E+11
2.68E-06,5.78589E+11
2.68E-06,5.77526E+11
2.68E-06,5.76466E+11
2.68E-06,5.75408E+11
2.68E-06,5.74352E+11
2.68E-06,5.73299E+11
2.68E-06,5.72249E+11
2.69E-06,5.712E+11
2.69E-06,5.70154E+11
2.69E-06,5.69111E+11
2.69E-06,5.6807E+11
2.69E-06,5.67031E+11
2.69E-06,5.65994E+11
2.69E-06,5.6496E+11
2.70E-06,5.63928E+11
2.70E-06,5.62899E+11
2.70E-06,5.61872E+11
2.70E-06,5.60847E+11
2.70E-06,5.59824E+11
2.70E-06,5.58804E+11
2.70E-06,5.57786E+11
2.71E-06,5.56771E+11
2.71E-06,5.55757E+11
2.71E-06,5.54746E+11
2.71E-06,5.53738E+11
2.71E-06,5.52731E+11
2.71E-06,5.51727E+11
2.71E-06,5.50725E+11
2.72E-06,5.49725E+11
2.72E-06,5.48728E+11
2.72E-06,5.47733E+11
2.72E-06,5.4674E+11
2.72E-06,5.45749E+11
2.72E-06,5.4476E+11
2.72E-06,5.43774E+11
2.73E-06,5.4279E+11
2.73E-06,5.41808E+11
2.73E-06,5.40828E+11
2.73E-06,5.39851E+11
2.73E-06,5.38875E+11
2.73E-06,5.37902E+11
2.73E-06,5.36931E+11
2.74E-06,5.35963E+11
2.74E-06,5.34996E+11
2.74E-06,5.34031E+11
2.74E-06,5.33069E+11
2.74E-06,5.32109E+11
2.74E-06,5.31151E+11
2.74E-06,5.30195E+11
2.75E-06,5.29241E+11
2.75E-06,5.2829E+11
2.75E-06,5.2734E+11
2.75E-06,5.26393E+11
2.75E-06,5.25447E+11
2.75E-06,5.24504E+11
2.75E-06,5.23563E+11
2.76E-06,5.22624E+11
2.76E-06,5.21687E+11
2.76E-06,5.20752E+11
2.76E-06,5.1982E+11
2.76E-06,5.18889E+11
2.76E-06,5.1796E+11
2.76E-06,5.17034E+11
2.77E-06,5.16109E+11
2.77E-06,5.15187E+11
2.77E-06,5.14266E+11
2.77E-06,5.13348E+11
2.77E-06,5.12432E+11
2.77E-06,5.11517E+11
2.78E-06,5.10605E+11
2.78E-06,5.09695E+11
2.78E-06,5.08786E+11
2.78E-06,5.0788E+11
2.78E-06,5.06976E+11
2.78E-06,5.06074E+11
2.78E-06,5.05173E+11
2.79E-06,5.04275E+11
2.79E-06,5.03379E+11
2.79E-06,5.02484E+11
2.79E-06,5.01592E+11
2.79E-06,5.00701E+11
2.79E-06,4.99813E+11
2.79E-06,4.98926E+11
2.80E-06,4.98042E+11
2.80E-06,4.97159E+11
2.80E-06,4.96279E+11
2.80E-06,4.954E+11
2.80E-06,4.94523E+11
2.80E-06,4.93648E+11
